TimeElapsed,time,territoryName,totalMandates,availableMandates,numParishes,numParishesApproved,blankVotes,blankVotesPercentage,nullVotes,nullVotesPercentage,votersPercentage,subscribedVoters,totalVoters,pre.blankVotes,pre.blankVotesPercentage,pre.nullVotes,pre.nullVotesPercentage,pre.votersPercentage,pre.subscribedVoters,pre.totalVoters,Party,Mandates,Percentage,validVotesPercentage,Votes,Hondt,FinalMandates
250,2019-10-07 00:20:02,Bragança,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,PURP,0,0.29,0.3,184,0,0
220,2019-10-06 23:50:02,Castelo Branco,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,PDR,0,0.13,0.14,125,0,0
100,2019-10-06 21:50:01,Braga,10,9,347,327,11859,3.1,6791,1.77,59.79,640737,383094,8700,2.22,5000,1.28,60.01,653441,392146,PS,5,37.32,39.23,142984,9,8
205,2019-10-06 23:35:02,Castelo Branco,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,CDS-PP,0,3.71,3.9,3479,0,0
235,2019-10-07 00:05:01,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,CH,0,0.9,0.95,1836,0,0
75,2019-10-06 21:25:02,Madeira,2,4,54,50,515,0.53,1728,1.78,49.94,194547,97154,746,0.8,2705,2.88,48.32,194069,93778,PCP-PEV,0,1.8,1.84,1751,0,0
65,2019-10-06 21:15:02,Viseu,4,4,277,265,4234,2.75,3251,2.11,50.81,303343,154136,3599,2.16,3157,1.9,50.89,326810,166323,CDS-PP,0,5.96,6.27,9191,0,0
130,2019-10-06 22:20:02,Lisboa,10,38,134,93,10704,2.35,7000,1.54,58.1,783085,455001,9603,2.02,7206,1.51,61.17,778926,476435,IL,0,2.13,2.22,9696,1,1
0,2019-10-06 20:10:02,Lisboa,0,48,134,6,127,2.78,114,2.49,55.33,8265,4573,119,2.43,104,2.12,58.24,8414,4900,CH,0,1.64,1.73,75,0,1
80,2019-10-06 21:30:01,Porto,6,34,243,175,7819,2.33,6206,1.85,56.93,589543,335645,6292,1.82,5164,1.49,58.49,592280,346431,PCP-PEV,0,3.89,4.06,13051,1,2
70,2019-10-06 21:20:02,Porto,5,35,243,161,6121,2.3,5038,1.89,57.24,465089,266211,4886,1.78,4117,1.5,58.63,468668,274800,PURP,0,0.21,0.22,553,0,0
40,2019-10-06 20:50:01,Viana do Castelo,0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,843,2.41,590,1.69,46.86,74584,34952,CDS-PP,0,5.16,5.41,1612,0,0
40,2019-10-06 20:50:01,Braga,3,16,347,213,5688,3.12,3523,1.93,59.45,306304,182088,4102,2.2,2419,1.29,59.05,316342,186812,PDR,0,0.15,0.16,276,0,0
45,2019-10-06 20:55:01,Viana do Castelo,2,4,208,173,2480,2.98,1503,1.8,48.89,170462,83340,2234,2.52,1516,1.71,49.02,180972,88705,PPM,0,0.19,0.2,158,0,0
120,2019-10-06 22:10:01,Santarém,5,4,141,140,5951,2.91,3947,1.93,54.5,375118,204448,5077,2.26,3905,1.74,57.94,388035,224839,PURP,0,0.24,0.25,489,0,0
65,2019-10-06 21:15:02,Santarém,1,8,141,115,3698,2.89,2496,1.95,54.45,235365,128165,3081,2.16,2532,1.78,57.93,245717,142352,L,0,0.83,0.88,1069,0,0
160,2019-10-06 22:50:01,Açores,5,0,156,156,3926,4.7,1363,1.63,36.5,228954,83565,3047,3.25,1583,1.69,41.22,227546,93803,PPM,0,0.5,0.53,418,0,0
215,2019-10-06 23:45:02,Faro,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,PURP,0,0.29,0.3,499,0,0
15,2019-10-06 20:25:02,Beja,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,PPD/PSD,0,10.1,10.47,746,0,0
155,2019-10-06 22:45:01,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,L,0,0.62,0.64,397,0,0
25,2019-10-06 20:35:02,Faro,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,R.I.R.,0,0.6,0.63,44,0,0
105,2019-10-06 21:55:01,Lisboa,3,45,134,71,6952,2.49,4472,1.6,57.97,482104,279457,6086,2.1,4481,1.54,60.85,477411,290498,CH,0,1.95,2.03,5450,1,1
200,2019-10-06 23:30:01,Madeira,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,PTP,0,0.91,0.93,1185,0,0
185,2019-10-06 23:15:01,Guarda,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,MPT,0,0.16,0.17,122,0,0
120,2019-10-06 22:10:01,Braga,12,7,347,333,13009,3.08,7335,1.73,59.66,709130,423050,9630,2.23,5533,1.28,60.02,720296,432291,PCTP/MRPP,0,0.5,0.52,2102,0,0
175,2019-10-06 23:05:01,Évora,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,PS,2,38.33,39.79,28371,2,2
255,2019-10-07 00:25:01,Madeira,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,NC,0,0.14,0.15,188,0,0
120,2019-10-06 22:10:01,Viseu,8,0,277,277,4991,2.81,3704,2.08,51.05,348057,177681,4235,2.22,3632,1.9,51.28,371931,190712,PAN,0,2.12,2.23,3771,0,0
230,2019-10-07 00:00:02,Bragança,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,PS,1,36.54,38.18,23215,1,1
235,2019-10-07 00:05:01,Aveiro,16,0,147,147,10642,3.02,6375,1.81,54.55,645655,352179,9163,2.49,6130,1.67,56.31,653597,368071,NC,0,0.18,0.19,623,0,0
175,2019-10-06 23:05:01,Setúbal,7,11,55,48,6695,2.15,4919,1.58,53.32,584208,311505,5864,1.77,4966,1.5,57.96,572789,331971,PNR,0,0.44,0.46,1369,0,0
260,2019-10-07 00:30:02,Viana do Castelo,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,B.E.,0,8.47,8.89,10320,0,0
220,2019-10-06 23:50:02,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,PPD/PSD,3,26.61,28.09,54279,3,3
110,2019-10-06 22:00:02,Setúbal,1,17,55,31,3148,2.15,2254,1.54,54.16,270421,146456,2673,1.7,2344,1.49,58.51,268474,157088,R.I.R.,0,0.6,0.62,881,0,0
145,2019-10-06 22:35:01,Território Nacional,144,82,3092,3023,110534,2.63,76076,1.81,54.0,7796521,4209972,94860,2.13,73247,1.64,56.37,7903049,4455240,PAN,0,3.07,3.21,129055,7,4
90,2019-10-06 21:40:02,Viseu,4,4,277,269,4422,2.78,3351,2.11,50.77,313505,159172,3759,2.19,3266,1.9,50.88,337268,171598,PDR,0,0.26,0.27,413,0,0
200,2019-10-06 23:30:01,Lisboa,35,13,134,129,22113,2.17,15139,1.49,56.98,1784826,1016952,20534,1.93,16000,1.5,60.37,1765391,1065786,PNR,0,0.45,0.47,4572,0,0
15,2019-10-06 20:25:02,Lisboa,0,48,134,6,127,2.78,114,2.49,55.33,8265,4573,119,2.43,104,2.12,58.24,8414,4900,PPM,0,0.28,0.3,13,0,0
145,2019-10-06 22:35:01,Viana do Castelo,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,PCP-PEV,0,3.97,4.17,4839,0,0
255,2019-10-07 00:25:01,Viana do Castelo,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,L,0,0.56,0.59,688,0,0
15,2019-10-06 20:25:02,Évora,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,NC,0,0.77,0.8,62,0,0
155,2019-10-06 22:45:01,Setúbal,6,12,55,43,5501,2.16,4073,1.6,54.47,467643,254703,4758,1.76,4214,1.56,58.95,459341,270790,PPD/PSD,1,14.51,15.07,36949,3,3
60,2019-10-06 21:10:01,Território Nacional,27,199,3092,2457,51810,2.75,37722,2.0,52.57,3581611,1882803,43185,2.13,35592,1.75,54.55,3720119,2029146,PAN,0,2.33,2.44,43827,5,4
20,2019-10-06 20:30:02,Viseu,0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1265,1.99,1249,1.97,49.48,128277,63473,R.I.R.,0,0.87,0.91,497,0,0
20,2019-10-06 20:30:02,Bragança,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,PTP,0,0.19,0.2,27,0,0
15,2019-10-06 20:25:02,Aveiro,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,B.E.,0,7.47,7.82,476,1,2
80,2019-10-06 21:30:01,Vila Real,2,3,197,180,1722,2.23,1887,2.44,44.78,172537,77266,1451,1.69,1566,1.83,47.25,181320,85667,NC,0,0.18,0.19,139,0,0
205,2019-10-06 23:35:02,Açores,5,0,156,156,3926,4.7,1363,1.63,36.5,228954,83565,3047,3.25,1583,1.69,41.22,227546,93803,PCP-PEV,0,2.45,2.61,2045,0,0
45,2019-10-06 20:55:01,Viana do Castelo,2,4,208,173,2480,2.98,1503,1.8,48.89,170462,83340,2234,2.52,1516,1.71,49.02,180972,88705,PURP,0,0.15,0.16,128,0,0
210,2019-10-06 23:40:01,Bragança,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,PPM,0,0.12,0.12,75,0,0
200,2019-10-06 23:30:01,Setúbal,9,9,55,50,6943,2.15,5077,1.57,53.44,604557,323102,6052,1.76,5142,1.5,58.03,592606,343873,PNR,0,0.44,0.46,1430,0,0
245,2019-10-07 00:15:01,Açores,5,0,156,156,3926,4.7,1363,1.63,36.5,228954,83565,3047,3.25,1583,1.69,41.22,227546,93803,PS,3,40.06,42.76,33472,3,3
185,2019-10-06 23:15:01,Braga,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,MAS,0,0.12,0.12,544,0,0
5,2019-10-06 20:15:02,Território Nacional,0,226,3092,918,7225,2.49,6868,2.37,50.63,573021,290114,6226,1.91,6271,1.92,51.97,626876,325776,IL,0,0.43,0.45,1238,1,1
35,2019-10-06 20:45:02,Porto,0,40,243,21,223,1.93,230,1.99,54.31,21271,11553,168,1.36,213,1.73,55.08,22356,12314,NC,0,0.11,0.12,13,0,0
35,2019-10-06 20:45:02,Porto,0,40,243,21,223,1.93,230,1.99,54.31,21271,11553,168,1.36,213,1.73,55.08,22356,12314,PDR,0,0.21,0.22,24,0,0
25,2019-10-06 20:35:02,Leiria,0,10,110,12,291,3.87,176,2.34,55.96,13439,7520,250,3.07,164,2.01,57.4,14191,8146,A,0,0.84,0.89,63,0,0
155,2019-10-06 22:45:01,Território Nacional,163,63,3092,3045,115597,2.61,79534,1.79,53.99,8214906,4435382,99488,2.12,76666,1.63,56.45,8316249,4694642,JPP,0,0.22,0.23,9751,0,0
195,2019-10-06 23:25:02,Évora,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,PCP-PEV,1,18.89,19.61,13980,1,1
40,2019-10-06 20:50:01,Madeira,0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,85,1.26,211,3.12,47.03,14373,6759,L,0,0.28,0.29,20,0,0
0,2019-10-06 20:10:02,Santarém,0,9,141,40,609,2.65,495,2.16,56.78,40414,22948,525,2.03,530,2.05,59.47,43503,25872,R.I.R.,0,0.71,0.74,162,0,0
260,2019-10-07 00:30:02,Santarém,9,0,141,141,6022,2.91,4011,1.94,54.38,380489,206918,5142,2.26,3967,1.74,57.87,393314,227620,PAN,0,2.59,2.72,5364,0,0
40,2019-10-06 20:50:01,Braga,3,16,347,213,5688,3.12,3523,1.93,59.45,306304,182088,4102,2.2,2419,1.29,59.05,316342,186812,A,0,0.45,0.48,822,0,0
240,2019-10-07 00:10:02,Aveiro,16,0,147,147,10642,3.02,6375,1.81,54.55,645655,352179,9163,2.49,6130,1.67,56.31,653597,368071,IL,0,1.02,1.07,3582,0,0
35,2019-10-06 20:45:02,Vila Real,0,5,197,94,584,2.04,779,2.72,44.04,65127,28685,509,1.57,608,1.87,46.49,69775,32439,PPD/PSD,0,41.27,43.33,11839,3,3
255,2019-10-07 00:25:01,Território Nacional,217,9,3092,3091,129073,2.55,88296,1.74,54.45,9303887,5065806,112090,2.09,86149,1.61,56.95,9401620,5354009,PCTP/MRPP,0,0.68,0.71,34466,1,0
185,2019-10-06 23:15:01,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,CH,0,2.04,2.12,1313,0,0
240,2019-10-07 00:10:02,Bragança,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,B.E.,0,6.03,6.3,3833,0,0
225,2019-10-06 23:55:01,Leiria,10,0,110,110,8202,3.67,5152,2.3,53.88,415065,223632,6902,2.89,4699,1.97,56.26,423801,238433,PS,4,31.07,33.04,69482,4,4
35,2019-10-06 20:45:02,Coimbra,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,L,0,0.55,0.59,59,0,0
70,2019-10-06 21:20:02,Setúbal,0,18,55,23,899,2.43,533,1.44,52.14,70885,36962,696,1.67,505,1.22,57.8,71900,41560,MAS,0,0.1,0.1,36,0,0
135,2019-10-06 22:25:01,Lisboa,10,38,134,96,11766,2.33,7730,1.53,57.68,876557,505633,10624,2.01,8004,1.51,60.86,869452,529185,CDS-PP,0,4.31,4.48,21785,2,2
250,2019-10-07 00:20:02,Vila Real,5,0,197,197,2258,2.25,2397,2.39,45.76,219087,100260,1919,1.74,1960,1.78,48.26,228497,110273,PPM,0,0.19,0.2,188,0,0
210,2019-10-06 23:40:01,Madeira,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,CDS-PP,0,6.05,6.19,7852,0,0
225,2019-10-06 23:55:01,Açores,5,0,156,156,3926,4.7,1363,1.63,36.5,228954,83565,3047,3.25,1583,1.69,41.22,227546,93803,CDS-PP,0,4.8,5.13,4014,0,0
250,2019-10-07 00:20:02,Castelo Branco,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,MPT,0,0.24,0.25,226,0,0
245,2019-10-07 00:15:01,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,CDS-PP,0,3.48,3.68,7103,0,0
235,2019-10-07 00:05:01,Lisboa,39,9,134,132,22961,2.15,15729,1.48,57.07,1867900,1065978,21416,1.92,16667,1.49,60.39,1849653,1116978,A,0,1.26,1.31,13461,0,0
170,2019-10-06 23:00:01,Braga,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,PNR,0,0.19,0.19,862,0,0
165,2019-10-06 22:55:02,Lisboa,25,23,134,118,18434,2.22,12535,1.51,56.61,1468406,831301,16962,1.95,13135,1.51,59.99,1451192,870623,MAS,0,0.11,0.12,953,0,0
105,2019-10-06 21:55:01,Viseu,4,4,277,276,4903,2.79,3640,2.07,51.06,343954,175627,4166,2.21,3584,1.9,51.26,367642,188454,A,0,0.68,0.71,1193,0,0
115,2019-10-06 22:05:02,Portalegre,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,PDR,0,0.13,0.13,65,0,0
220,2019-10-06 23:50:02,Leiria,10,0,110,110,8202,3.67,5152,2.3,53.87,414969,223540,6902,2.89,4699,1.97,56.26,423801,238433,MPT,0,0.3,0.32,668,0,0
255,2019-10-07 00:25:01,Bragança,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,A,0,0.49,0.51,309,0,0
130,2019-10-06 22:20:02,Faro,9,0,67,67,4903,2.84,3064,1.77,45.83,376800,172697,4286,2.25,3079,1.62,51.38,370764,190484,B.E.,1,12.31,12.9,21255,1,1
165,2019-10-06 22:55:02,Leiria,10,0,110,110,8202,3.67,5152,2.3,53.87,414969,223540,6902,2.89,4699,1.97,56.26,423801,238433,PDR,0,0.24,0.26,547,0,0
125,2019-10-06 22:15:01,Lisboa,7,41,134,86,8997,2.38,5960,1.58,57.49,656467,377417,7971,2.01,6063,1.53,60.6,654169,396408,CH,0,2.0,2.09,7559,1,1
225,2019-10-06 23:55:01,Braga,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,PURP,0,0.12,0.12,549,0,0
100,2019-10-06 21:50:01,Leiria,3,7,110,100,6231,3.7,4121,2.45,54.14,310750,168236,5240,2.89,3699,2.04,56.35,321229,181028,PDR,0,0.26,0.28,436,0,0
30,2019-10-06 20:40:02,Bragança,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,R.I.R.,0,0.68,0.71,96,0,0
55,2019-10-06 21:05:01,Santarém,1,8,141,113,3653,2.9,2480,1.97,54.52,231343,126138,3050,2.18,2520,1.8,57.98,241520,140031,PS,1,39.62,41.64,49973,5,4
230,2019-10-07 00:00:02,Faro,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,PCP-PEV,0,7.05,7.39,12180,0,0
15,2019-10-06 20:25:02,Leiria,0,10,110,12,291,3.87,176,2.34,55.96,13439,7520,250,3.07,164,2.01,57.4,14191,8146,PPD/PSD,0,48.23,51.42,3627,7,5
15,2019-10-06 20:25:02,Setúbal,0,18,55,3,40,1.41,39,1.38,49.12,5767,2833,42,1.19,40,1.14,55.21,6383,3524,L,0,0.35,0.36,10,0,0
245,2019-10-07 00:15:01,Lisboa,39,9,134,133,23176,2.16,15838,1.47,57.11,1881850,1074728,21600,1.92,16788,1.49,60.42,1862901,1125608,PS,17,36.92,38.31,396739,20,20
10,2019-10-06 20:20:02,Portalegre,0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,140,1.65,105,1.24,61.67,13766,8489,PCP-PEV,0,18.05,18.76,1318,0,0
30,2019-10-06 20:40:02,Évora,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,L,0,0.36,0.37,29,0,0
230,2019-10-07 00:00:02,Vila Real,5,0,197,197,2258,2.25,2397,2.39,45.76,219087,100260,1919,1.74,1960,1.78,48.26,228497,110273,CDS-PP,0,4.5,4.72,4510,0,0
125,2019-10-06 22:15:01,Aveiro,5,11,147,121,7282,3.05,4415,1.85,53.9,443403,238980,6345,2.52,4326,1.72,55.81,451203,251832,PURP,0,0.2,0.21,477,0,0
10,2019-10-06 20:20:02,Setúbal,0,18,55,3,40,1.41,39,1.38,49.12,5767,2833,42,1.19,40,1.14,55.21,6383,3524,R.I.R.,0,0.64,0.65,18,0,0
60,2019-10-06 21:10:01,Portalegre,0,2,69,55,676,2.13,602,1.9,52.93,59875,31692,658,1.8,522,1.43,57.96,63020,36527,PTP,0,0.13,0.13,41,0,0
100,2019-10-06 21:50:01,Castelo Branco,1,3,120,119,2079,2.38,2097,2.4,55.14,158492,87388,1957,2.01,2044,2.1,57.4,169613,97365,A,0,0.78,0.82,681,0,0
255,2019-10-07 00:25:01,Setúbal,18,0,55,55,8191,2.07,6038,1.53,53.64,736683,395160,7261,1.71,6183,1.46,58.33,726049,423500,PNR,0,0.45,0.46,1771,0,0
240,2019-10-07 00:10:02,Braga,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,MPT,0,0.21,0.23,1000,0,0
160,2019-10-06 22:50:01,Aveiro,9,7,147,142,9785,3.03,5908,1.83,54.48,592281,322691,8419,2.49,5645,1.67,56.31,600896,338376,PDR,0,0.16,0.17,521,0,0
235,2019-10-07 00:05:01,Território Nacional,210,16,3092,3088,128360,2.55,87677,1.75,54.45,9227156,5024053,111410,2.1,85545,1.61,56.93,9323907,5307843,JPP,0,0.2,0.21,9945,0,0
10,2019-10-06 20:20:02,Viana do Castelo,0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,843,2.41,590,1.69,46.86,74584,34952,A,0,0.44,0.46,138,0,0
265,2019-10-07 00:35:01,Viana do Castelo,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,PPM,0,0.17,0.18,204,0,0
140,2019-10-06 22:30:01,Santarém,9,0,141,141,6022,2.91,4011,1.94,54.38,380489,206918,5142,2.26,3967,1.74,57.87,393314,227620,CH,0,2.03,2.14,4210,0,0
110,2019-10-06 22:00:02,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,NC,0,0.18,0.19,118,0,0
45,2019-10-06 20:55:01,Castelo Branco,0,4,120,113,1371,2.39,1544,2.69,55.09,104284,57446,1315,2.01,1509,2.31,57.18,114233,65324,R.I.R.,0,0.62,0.65,355,0,0
135,2019-10-06 22:25:01,Vila Real,5,0,197,197,2258,2.25,2397,2.39,45.76,219087,100260,1919,1.74,1960,1.78,48.26,228497,110273,L,0,0.55,0.57,549,0,0
150,2019-10-06 22:40:02,Viseu,8,0,277,277,4991,2.81,3704,2.08,51.05,348057,177681,4235,2.22,3632,1.9,51.28,371931,190712,JPP,0,0.07,0.07,118,0,0
190,2019-10-06 23:20:01,Évora,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,PPM,0,0.15,0.16,114,0,0
210,2019-10-06 23:40:01,Leiria,10,0,110,110,8202,3.67,5152,2.3,53.87,414969,223540,6902,2.89,4699,1.97,56.26,423801,238433,B.E.,1,9.36,9.95,20920,1,1
205,2019-10-06 23:35:02,Aveiro,16,0,147,147,10642,3.02,6375,1.81,54.55,645655,352179,9163,2.49,6130,1.67,56.31,653597,368071,MPT,0,0.2,0.21,707,0,0
85,2019-10-06 21:35:01,Viseu,4,4,277,269,4422,2.78,3351,2.11,50.77,313505,159172,3759,2.19,3266,1.9,50.88,337268,171598,PDR,0,0.26,0.27,413,0,0
95,2019-10-06 21:45:02,Vila Real,2,3,197,188,1808,2.22,1985,2.44,44.82,181546,81364,1534,1.7,1666,1.84,47.36,190783,90346,PCTP/MRPP,0,0.61,0.64,494,0,0
185,2019-10-06 23:15:01,Portalegre,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,PCTP/MRPP,0,1.21,1.27,622,0,0
225,2019-10-06 23:55:01,Braga,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,PCP-PEV,0,3.96,4.16,18443,0,0
145,2019-10-06 22:35:01,Madeira,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,PPD/PSD,3,37.15,38.03,48231,3,3
60,2019-10-06 21:10:01,Castelo Branco,1,3,120,116,1828,2.42,1897,2.51,54.88,137505,75464,1739,2.06,1866,2.21,57.26,147391,84391,R.I.R.,0,0.6,0.63,451,0,0
265,2019-10-07 00:35:01,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,PDR,0,0.22,0.23,453,0,0
30,2019-10-06 20:40:02,Beja,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,PTP,0,0.12,0.13,9,0,0
105,2019-10-06 21:55:01,Aveiro,4,12,147,118,6950,3.04,4244,1.85,54.08,423402,228957,6056,2.51,4144,1.71,56.02,431366,241667,CH,0,0.78,0.82,1784,0,0
30,2019-10-06 20:40:02,Leiria,0,10,110,12,291,3.87,176,2.34,55.96,13439,7520,250,3.07,164,2.01,57.4,14191,8146,CDS-PP,0,6.74,7.19,507,0,0
245,2019-10-07 00:15:01,Castelo Branco,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,PS,3,40.88,42.93,38302,3,3
70,2019-10-06 21:20:02,Viana do Castelo,2,4,208,194,2885,3.0,1739,1.81,49.63,193884,96222,2595,2.54,1736,1.7,49.65,205538,102042,IL,0,0.52,0.55,503,0,0
210,2019-10-06 23:40:01,Viseu,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,PS,4,35.37,37.19,62833,4,4
45,2019-10-06 20:55:01,Portalegre,0,2,69,53,651,2.11,585,1.9,52.89,58219,30791,630,1.78,508,1.43,57.98,61179,35473,CDS-PP,0,4.11,4.28,1266,0,0
155,2019-10-06 22:45:01,Aveiro,9,7,147,135,8944,3.01,5400,1.82,54.41,546326,297272,7821,2.51,5219,1.67,56.28,554013,311820,PPD/PSD,4,33.85,35.57,100634,7,6
155,2019-10-06 22:45:01,Território Nacional,163,63,3092,3045,115597,2.61,79534,1.79,53.99,8214906,4435382,99488,2.12,76666,1.63,56.45,8316249,4694642,PNR,0,0.29,0.31,12960,0,0
45,2019-10-06 20:55:01,Faro,0,9,67,45,1672,3.01,1074,1.93,47.06,118152,55602,1461,2.34,1134,1.82,52.53,118663,62338,PURP,0,0.26,0.28,147,0,0
20,2019-10-06 20:30:02,Beja,0,3,75,23,125,1.69,136,1.84,52.24,14136,7384,122,1.37,140,1.57,58.12,15357,8926,MPT,0,0.27,0.28,20,0,0
170,2019-10-06 23:00:01,Território Nacional,178,48,3092,3064,121044,2.6,82947,1.78,54.21,8590689,4657392,104254,2.12,80237,1.63,56.66,8688031,4922760,NC,0,0.22,0.23,10188,0,0
240,2019-10-07 00:10:02,Vila Real,5,0,197,197,2258,2.25,2397,2.39,45.76,219087,100260,1919,1.74,1960,1.78,48.26,228497,110273,PS,2,37.21,39.02,37306,2,2
45,2019-10-06 20:55:01,Évora,0,3,69,52,728,2.08,497,1.42,53.49,65359,34961,579,1.42,494,1.21,59.59,68656,40910,L,0,0.5,0.52,175,0,0
5,2019-10-06 20:15:02,Guarda,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,PPD/PSD,0,37.53,39.63,11070,2,1
225,2019-10-06 23:55:01,Bragança,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,PCTP/MRPP,0,0.49,0.51,313,0,0
260,2019-10-07 00:30:02,Território Nacional,217,9,3092,3091,129073,2.55,88296,1.74,54.45,9303887,5065806,112090,2.09,86149,1.61,56.95,9401620,5354009,PURP,0,0.2,0.21,10380,0,0
160,2019-10-06 22:50:01,Território Nacional,173,53,3092,3055,119071,2.6,81612,1.78,54.14,8452818,4576190,102530,2.12,78898,1.63,56.59,8551568,4839152,IL,0,1.17,1.23,53607,2,1
